SampleName	fastCpG	slowCpG	Tissue
CHP126_AUTONOMIC_GANGLIA	0.474255078	0.808700054	AUTONOMIC_GANGLIA
CHP212_AUTONOMIC_GANGLIA	0.497630892	0.855099977	AUTONOMIC_GANGLIA
IMR32_AUTONOMIC_GANGLIA	0.633462329	0.873964749	AUTONOMIC_GANGLIA
KELLY_AUTONOMIC_GANGLIA	0.399804	0.66955358	AUTONOMIC_GANGLIA
KPNRTBM1_AUTONOMIC_GANGLIA	0.574683468	0.888109058	AUTONOMIC_GANGLIA
KPNSI9S_AUTONOMIC_GANGLIA	0.376593624	0.679679918	AUTONOMIC_GANGLIA
KPNYN_AUTONOMIC_GANGLIA	0.528442534	0.825999611	AUTONOMIC_GANGLIA
MHHNB11_AUTONOMIC_GANGLIA	0.415056296	0.781537942	AUTONOMIC_GANGLIA
NB1_AUTONOMIC_GANGLIA	0.333157919	0.668883663	AUTONOMIC_GANGLIA
NH6_AUTONOMIC_GANGLIA	0.211604808	0.551648984	AUTONOMIC_GANGLIA
SIMA_AUTONOMIC_GANGLIA	0.401497015	0.749958699	AUTONOMIC_GANGLIA
SKNAS_AUTONOMIC_GANGLIA	0.2864379	0.700620859	AUTONOMIC_GANGLIA
SKNBE2_AUTONOMIC_GANGLIA	0.642356388	0.880250348	AUTONOMIC_GANGLIA
SKNDZ_AUTONOMIC_GANGLIA	0.300070204	0.596282764	AUTONOMIC_GANGLIA
SKNFI_AUTONOMIC_GANGLIA	0.301807269	0.633347025	AUTONOMIC_GANGLIA
SKNSH_AUTONOMIC_GANGLIA	0.305394538	0.683422357	AUTONOMIC_GANGLIA
HUCCT1_BILIARY_TRACT	0.129396789	0.579564528	BILIARY_TRACT
HUH28_BILIARY_TRACT	0.083465748	0.247230391	BILIARY_TRACT
SNU1079_BILIARY_TRACT	0.258039146	0.602557598	BILIARY_TRACT
SNU1196_BILIARY_TRACT	0.192547985	0.756020098	BILIARY_TRACT
SNU245_BILIARY_TRACT	0.101345791	0.719941263	BILIARY_TRACT
SNU308_BILIARY_TRACT	0.237987444	0.513212594	BILIARY_TRACT
SNU478_BILIARY_TRACT	0.182318978	0.779763129	BILIARY_TRACT
SNU869_BILIARY_TRACT	0.099178261	0.575337784	BILIARY_TRACT
A673_BONE	0.308947059	0.823098896	BONE
CADOES1_BONE	0.216321239	0.770588691	BONE
G292CLONEA141B1_BONE	0.357123789	0.815836173	BONE
HOS_BONE	0.26892243	0.825091858	BONE
HS706T_BONE	0.168327174	0.352280231	BONE
MG63_BONE	0.358903614	0.830810053	BONE
MHHES1_BONE	0.118725333	0.528664358	BONE
OUMS27_BONE	0.210707612	0.645579734	BONE
RDES_BONE	0.191482533	0.670163209	BONE
SAOS2_BONE	0.163402535	0.375827681	BONE
SJSA1_BONE	0.197839837	0.739368905	BONE
SKES1_BONE	0.245415421	0.651342524	BONE
SKNMC_BONE	0.296735455	0.680834517	BONE
SW1353_BONE	0.161324201	0.363395472	BONE
TC71_BONE	0.49763518	0.809323451	BONE
U2OS_BONE	0.216851261	0.680943432	BONE
AU565_BREAST	0.125607732	0.247275915	BREAST
BT20_BREAST	0.418099043	0.764508942	BREAST
BT474_BREAST	0.540858657	0.853878956	BREAST
BT483_BREAST	0.487674146	0.714719137	BREAST
BT549_BREAST	0.194091324	0.658585318	BREAST
CAL120_BREAST	0.193167611	0.727810012	BREAST
CAL51_BREAST	0.113360494	0.694601667	BREAST
CAL851_BREAST	0.088539542	0.345459972	BREAST
CAMA1_BREAST	0.411139884	0.839799368	BREAST
DU4475_BREAST	0.545054922	0.824255057	BREAST
EFM19_BREAST	0.16404771	0.427667541	BREAST
EFM192A_BREAST	0.242064609	0.537524117	BREAST
HCC1143_BREAST	0.377257005	0.829464735	BREAST
HCC1187_BREAST	0.384402564	0.588930124	BREAST
HCC1395_BREAST	0.319075904	0.827199517	BREAST
HCC1419_BREAST	0.193483643	0.489429389	BREAST
HCC1428_BREAST	0.310856604	0.679068044	BREAST
HCC1500_BREAST	0.232146734	0.520185561	BREAST
HCC1569_BREAST	0.1912205	0.646477435	BREAST
HCC1599_BREAST	0.313239344	0.775984649	BREAST
HCC1806_BREAST	0.174580857	0.550574512	BREAST
HCC1937_BREAST	0.35342439	0.857608439	BREAST
HCC1954_BREAST	0.25026875	0.57187684	BREAST
HCC202_BREAST	0.210352941	0.387448651	BREAST
HCC2157_BREAST	0.823019219	0.928443019	BREAST
HCC2218_BREAST	0.379425862	0.797584207	BREAST
HCC38_BREAST	0.127093739	0.649330518	BREAST
HCC70_BREAST	0.118263177	0.560150354	BREAST
HDQP1_BREAST	0.150022321	0.433904411	BREAST
HMC18_BREAST	0.116323982	0.635419615	BREAST
HS578T_BREAST	0.147773188	0.367680745	BREAST
JIMT1_BREAST	0.335316667	0.476743633	BREAST
KPL1_BREAST	0.354523396	0.707482968	BREAST
MCF7_BREAST	0.253318103	0.668109264	BREAST
MDAMB134VI_BREAST	0.507494907	0.871261057	BREAST
MDAMB157_BREAST	0.127771806	0.356168246	BREAST
MDAMB175VII_BREAST	0.646654733	0.88407143	BREAST
MDAMB231_BREAST	0.117812222	0.52526205	BREAST
MDAMB361_BREAST	0.322896392	0.684090178	BREAST
MDAMB415_BREAST	0.081363248	0.255813284	BREAST
MDAMB436_BREAST	0.29912028	0.681572675	BREAST
MDAMB453_BREAST	0.274469492	0.791813852	BREAST
MDAMB468_BREAST	0.169826396	0.51672619	BREAST
SKBR3_BREAST	0.147670782	0.396347642	BREAST
T47D_BREAST	0.147566845	0.370216925	BREAST
UACC812_BREAST	0.438760569	0.77375465	BREAST
UACC893_BREAST	0.267135429	0.552352538	BREAST
ZR751_BREAST	0.382468617	0.7551263	BREAST
ZR7530_BREAST	0.259317619	0.741394871	BREAST
42MGBA_CENTRAL_NERVOUS_SYSTEM	0.197269397	0.629241237	CENTRAL_NERVOUS_SYSTEM
8MGBA_CENTRAL_NERVOUS_SYSTEM	0.161162866	0.410829976	CENTRAL_NERVOUS_SYSTEM
A172_CENTRAL_NERVOUS_SYSTEM	0.271688263	0.599169673	CENTRAL_NERVOUS_SYSTEM
AM38_CENTRAL_NERVOUS_SYSTEM	0.100696244	0.394234663	CENTRAL_NERVOUS_SYSTEM
BECKER_CENTRAL_NERVOUS_SYSTEM	0.124802344	0.524909235	CENTRAL_NERVOUS_SYSTEM
CAS1_CENTRAL_NERVOUS_SYSTEM	0.168202193	0.580439577	CENTRAL_NERVOUS_SYSTEM
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	0.125843725	0.711887948	CENTRAL_NERVOUS_SYSTEM
D283MED_CENTRAL_NERVOUS_SYSTEM	0.384869295	0.791419204	CENTRAL_NERVOUS_SYSTEM
D341MED_CENTRAL_NERVOUS_SYSTEM	0.356783321	0.828781662	CENTRAL_NERVOUS_SYSTEM
DAOY_CENTRAL_NERVOUS_SYSTEM	0.103129482	0.36079002	CENTRAL_NERVOUS_SYSTEM
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	0.124533202	0.527401952	CENTRAL_NERVOUS_SYSTEM
DKMG_CENTRAL_NERVOUS_SYSTEM	0.269100837	0.712207738	CENTRAL_NERVOUS_SYSTEM
GAMG_CENTRAL_NERVOUS_SYSTEM	0.05601015	0.331098944	CENTRAL_NERVOUS_SYSTEM
GB1_CENTRAL_NERVOUS_SYSTEM	0.104184585	0.49903152	CENTRAL_NERVOUS_SYSTEM
GI1_CENTRAL_NERVOUS_SYSTEM	0.150241956	0.451099312	CENTRAL_NERVOUS_SYSTEM
GMS10_CENTRAL_NERVOUS_SYSTEM	0.256362191	0.631064238	CENTRAL_NERVOUS_SYSTEM
GOS3_CENTRAL_NERVOUS_SYSTEM	0.339219262	0.783256148	CENTRAL_NERVOUS_SYSTEM
H4_CENTRAL_NERVOUS_SYSTEM	0.220761538	0.646814404	CENTRAL_NERVOUS_SYSTEM
HS683_CENTRAL_NERVOUS_SYSTEM	0.068543478	0.380036022	CENTRAL_NERVOUS_SYSTEM
KALS1_CENTRAL_NERVOUS_SYSTEM	0.155937805	0.504703174	CENTRAL_NERVOUS_SYSTEM
KG1C_CENTRAL_NERVOUS_SYSTEM	0.411805528	0.828170927	CENTRAL_NERVOUS_SYSTEM
KNS42_CENTRAL_NERVOUS_SYSTEM	0.104457895	0.286831379	CENTRAL_NERVOUS_SYSTEM
KNS60_CENTRAL_NERVOUS_SYSTEM	0.122435427	0.386105787	CENTRAL_NERVOUS_SYSTEM
KNS81_CENTRAL_NERVOUS_SYSTEM	0.253036612	0.647687589	CENTRAL_NERVOUS_SYSTEM
KS1_CENTRAL_NERVOUS_SYSTEM	0.263157895	0.661866843	CENTRAL_NERVOUS_SYSTEM
LN18_CENTRAL_NERVOUS_SYSTEM	0.296296296	0.678417708	CENTRAL_NERVOUS_SYSTEM
LN229_CENTRAL_NERVOUS_SYSTEM	0.218770776	0.481554497	CENTRAL_NERVOUS_SYSTEM
M059K_CENTRAL_NERVOUS_SYSTEM	0.143294534	0.382706178	CENTRAL_NERVOUS_SYSTEM
NMCG1_CENTRAL_NERVOUS_SYSTEM	0.185757438	0.650514308	CENTRAL_NERVOUS_SYSTEM
ONS76_CENTRAL_NERVOUS_SYSTEM	0.091809091	0.383135966	CENTRAL_NERVOUS_SYSTEM
SF126_CENTRAL_NERVOUS_SYSTEM	0.180616114	0.591601529	CENTRAL_NERVOUS_SYSTEM
SF268_CENTRAL_NERVOUS_SYSTEM	0.096612	0.508637405	CENTRAL_NERVOUS_SYSTEM
SF295_CENTRAL_NERVOUS_SYSTEM	0.076730894	0.351283067	CENTRAL_NERVOUS_SYSTEM
SF539_CENTRAL_NERVOUS_SYSTEM	0.189600702	0.591619811	CENTRAL_NERVOUS_SYSTEM
SNB75_CENTRAL_NERVOUS_SYSTEM	0.226872378	0.566086859	CENTRAL_NERVOUS_SYSTEM
SNU1105_CENTRAL_NERVOUS_SYSTEM	0.153166667	0.484386697	CENTRAL_NERVOUS_SYSTEM
SNU201_CENTRAL_NERVOUS_SYSTEM	0.178055	0.578393876	CENTRAL_NERVOUS_SYSTEM
SNU489_CENTRAL_NERVOUS_SYSTEM	0.19989697	0.634427948	CENTRAL_NERVOUS_SYSTEM
SNU626_CENTRAL_NERVOUS_SYSTEM	0.288271473	0.666855001	CENTRAL_NERVOUS_SYSTEM
SNU738_CENTRAL_NERVOUS_SYSTEM	0.154337453	0.39418728	CENTRAL_NERVOUS_SYSTEM
SW1088_CENTRAL_NERVOUS_SYSTEM	0.132150235	0.577080402	CENTRAL_NERVOUS_SYSTEM
SW1783_CENTRAL_NERVOUS_SYSTEM	0.548472969	0.591553921	CENTRAL_NERVOUS_SYSTEM
TM31_CENTRAL_NERVOUS_SYSTEM	0.174704086	0.561385235	CENTRAL_NERVOUS_SYSTEM
U118MG_CENTRAL_NERVOUS_SYSTEM	0.11325	0.423299954	CENTRAL_NERVOUS_SYSTEM
U251MG_CENTRAL_NERVOUS_SYSTEM	0.230956566	0.615221691	CENTRAL_NERVOUS_SYSTEM
U87MG_CENTRAL_NERVOUS_SYSTEM	0.097609569	0.452870167	CENTRAL_NERVOUS_SYSTEM
YH13_CENTRAL_NERVOUS_SYSTEM	0.182944221	0.625108512	CENTRAL_NERVOUS_SYSTEM
YKG1_CENTRAL_NERVOUS_SYSTEM	0.103706751	0.419428358	CENTRAL_NERVOUS_SYSTEM
AN3CA_ENDOMETRIUM	0.319565603	0.760449455	ENDOMETRIUM
COLO684_ENDOMETRIUM	0.427858696	0.746295652	ENDOMETRIUM
EFE184_ENDOMETRIUM	0.469345553	0.810052907	ENDOMETRIUM
EN_ENDOMETRIUM	0.623048889	0.876623132	ENDOMETRIUM
ESS1_ENDOMETRIUM	0.258321631	0.816567067	ENDOMETRIUM
HEC108_ENDOMETRIUM	0.634945704	0.948771963	ENDOMETRIUM
HEC151_ENDOMETRIUM	0.109815068	0.675314275	ENDOMETRIUM
HEC1A_ENDOMETRIUM	0.389254839	0.894715747	ENDOMETRIUM
HEC1B_ENDOMETRIUM	0.359529876	0.872324864	ENDOMETRIUM
HEC251_ENDOMETRIUM	0.271527007	0.85219132	ENDOMETRIUM
HEC265_ENDOMETRIUM	0.182791781	0.770084993	ENDOMETRIUM
HEC50B_ENDOMETRIUM	0.272906691	0.850738501	ENDOMETRIUM
HEC59_ENDOMETRIUM	0.124388889	0.749040818	ENDOMETRIUM
HEC6_ENDOMETRIUM	0.247252495	0.872787441	ENDOMETRIUM
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	0.21875	0.68254	ENDOMETRIUM
JHUEM1_ENDOMETRIUM	0.184919575	0.552514041	ENDOMETRIUM
JHUEM2_ENDOMETRIUM	0.287592021	0.791199811	ENDOMETRIUM
JHUEM3_ENDOMETRIUM	0.377763243	0.788049923	ENDOMETRIUM
JHUEM7_ENDOMETRIUM	0.502545	0.845922606	ENDOMETRIUM
KLE_ENDOMETRIUM	0.148207407	0.516902452	ENDOMETRIUM
MFE280_ENDOMETRIUM	0.362586207	0.64254858	ENDOMETRIUM
MFE296_ENDOMETRIUM	0.133116456	0.617056956	ENDOMETRIUM
MFE319_ENDOMETRIUM	0.166362222	0.538670744	ENDOMETRIUM
RL952_ENDOMETRIUM	0.324760622	0.871062378	ENDOMETRIUM
SNGM_ENDOMETRIUM	0.2932	0.810056494	ENDOMETRIUM
SNU1077_ENDOMETRIUM	0.214246324	0.510263915	ENDOMETRIUM
SNU685_ENDOMETRIUM	0.184823529	0.532454823	ENDOMETRIUM
TEN_ENDOMETRIUM	0.094890222	0.503380382	ENDOMETRIUM
DM3_FIBROBLAST	0.229750893	0.662082564	FIBROBLAST
HLFA_FIBROBLAST	0.221260821	0.700092162	FIBROBLAST
HS229T_FIBROBLAST	0.278526934	0.665547103	FIBROBLAST
HS281T_FIBROBLAST	0.262535714	0.660281482	FIBROBLAST
HS343T_FIBROBLAST	0.253716588	0.547092312	FIBROBLAST
HS604T_FIBROBLAST	0.358657807	0.787552252	FIBROBLAST
HS606T_FIBROBLAST	0.258367416	0.665127002	FIBROBLAST
HS616T_FIBROBLAST	0.288043668	0.648214954	FIBROBLAST
HS618T_FIBROBLAST	0.194134749	0.628740807	FIBROBLAST
HS675T_FIBROBLAST	0.247988968	0.616537129	FIBROBLAST
HS688AT_FIBROBLAST	0.297456506	0.670846401	FIBROBLAST
HS698T_FIBROBLAST	0.325540488	0.721930562	FIBROBLAST
HS751T_FIBROBLAST	0.23035468	0.580485315	FIBROBLAST
HS821T_FIBROBLAST	0.195172283	0.364388779	FIBROBLAST
HS839T_FIBROBLAST	0.38787734	0.719007504	FIBROBLAST
HS870T_FIBROBLAST	0.330469565	0.697262733	FIBROBLAST
HS888T_FIBROBLAST	0.320205389	0.736687851	FIBROBLAST
HS934T_FIBROBLAST	0.234445026	0.500728337	FIBROBLAST
HS940T_FIBROBLAST	0.271124658	0.643924715	FIBROBLAST
T173_FIBROBLAST	0.261316611	0.61463431	FIBROBLAST
TO175T_FIBROBLAST	0.240016751	0.574216573	FIBROBLAST
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.407899515	0.942982479	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.058741714	0.166202006	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.078977705	0.186754081	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.523346129	0.951825666	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.395999099	0.931856339	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.160694421	0.626668471	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.232436343	0.360648806	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.091311934	0.565057219	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.242739842	0.921364607	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.140918827	0.90450409	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.405668376	0.947860317	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.189535317	0.903387633	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.130306061	0.909550694	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.21961198	0.59934438	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.487834221	0.949734574	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.16377614	0.902767829	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.138866083	0.867427612	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.422651267	0.838674983	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.278624576	0.907361554	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.228441257	0.91849987	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.112166462	0.888756023	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.026886517	0.272429714	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.047399123	0.193141233	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.424853297	0.934023307	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.269053309	0.844510342	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.043650323	0.474960186	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.130711875	0.883499492	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.448182597	0.926212047	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.21462618	0.840591683	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.174682464	0.833875	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.11906749	0.653005255	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.189665534	0.528309352	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.224780238	0.533106785	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.206857088	0.816337659	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.400391688	0.90459619	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.585189767	0.948021998	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.18073105	0.871181522	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.150024481	0.870719832	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.09590566	0.402829158	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.466167936	0.948019756	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.183399255	0.753677836	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.110424415	0.750304971	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.272727273	0.443504377	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.195753421	0.786267204	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.110852133	0.636384507	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.223360452	0.832980549	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.141833948	0.326177195	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.021871774	0.453615116	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.008947059	0.205936909	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.033752381	0.090287854	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.067483721	0.820909722	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.060292241	0.689911617	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.564148718	0.94330453	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.436601825	0.930616135	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.457533936	0.802846031	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.134424031	0.773730895	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.096886301	0.481326769	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.107142857	0.605239398	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.703370175	0.940697849	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.029149186	0.086394307	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.211594203	0.90515	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.101064545	0.404986255	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.0853928	0.396325979	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.335943697	0.813747247	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.056768548	0.292727744	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.097916788	0.218713922	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.057663462	0.553821818	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.095731373	0.51252419	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.208155639	0.781709842	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.122978431	0.721329542	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.3783908	0.928249766	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.390340891	0.951448164	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.197674408	0.584525425	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.185794248	0.418878142	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.174620401	0.760365568	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.071071898	0.359262704	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.164204695	0.896543176	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.325283254	0.868612456	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.150161404	0.596444935	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.484260965	0.953175134	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.386648876	0.85950558	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.220710492	0.857391258	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.167433333	0.814783005	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
