SampleName	fastCpG	slowCpG	Tissue
FADU_UPPER_AERODIGESTIVE_TRACT	0.522367553	0.889062312	UPPER_AERODIGESTIVE_TRACT
HSC2_UPPER_AERODIGESTIVE_TRACT	0.163967407	0.674573778	UPPER_AERODIGESTIVE_TRACT
HSC3_UPPER_AERODIGESTIVE_TRACT	0.170253947	0.672375312	UPPER_AERODIGESTIVE_TRACT
HSC4_UPPER_AERODIGESTIVE_TRACT	0.178234434	0.645544761	UPPER_AERODIGESTIVE_TRACT
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	0.323765842	0.824645878	UPPER_AERODIGESTIVE_TRACT
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	0.24606371	0.72897801	UPPER_AERODIGESTIVE_TRACT
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	0.150042387	0.57301852	UPPER_AERODIGESTIVE_TRACT
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	0.219552484	0.600209994	UPPER_AERODIGESTIVE_TRACT
SCC15_UPPER_AERODIGESTIVE_TRACT	0.228208029	0.784892004	UPPER_AERODIGESTIVE_TRACT
SCC25_UPPER_AERODIGESTIVE_TRACT	0.196313433	0.626013357	UPPER_AERODIGESTIVE_TRACT
SCC4_UPPER_AERODIGESTIVE_TRACT	0.111465258	0.665756306	UPPER_AERODIGESTIVE_TRACT
SCC9_UPPER_AERODIGESTIVE_TRACT	0.085366109	0.306544974	UPPER_AERODIGESTIVE_TRACT
SNU1041_UPPER_AERODIGESTIVE_TRACT	0.275426285	0.532898222	UPPER_AERODIGESTIVE_TRACT
SNU1066_UPPER_AERODIGESTIVE_TRACT	0.660613325	0.761706398	UPPER_AERODIGESTIVE_TRACT
SNU1076_UPPER_AERODIGESTIVE_TRACT	0.085297407	0.594214729	UPPER_AERODIGESTIVE_TRACT
SNU1214_UPPER_AERODIGESTIVE_TRACT	0.179414366	0.565656506	UPPER_AERODIGESTIVE_TRACT
SNU46_UPPER_AERODIGESTIVE_TRACT	0.441260793	0.871582249	UPPER_AERODIGESTIVE_TRACT
SNU899_UPPER_AERODIGESTIVE_TRACT	0.109421429	0.58005253	UPPER_AERODIGESTIVE_TRACT
YD10B_UPPER_AERODIGESTIVE_TRACT	0.274580476	0.832895571	UPPER_AERODIGESTIVE_TRACT
YD38_UPPER_AERODIGESTIVE_TRACT	0.12486278	0.601612621	UPPER_AERODIGESTIVE_TRACT
YD8_UPPER_AERODIGESTIVE_TRACT	0.221786486	0.784202578	UPPER_AERODIGESTIVE_TRACT
253J_URINARY_TRACT	0.275575789	0.873236101	URINARY_TRACT
253JBV_URINARY_TRACT	0.296375885	0.67287124	URINARY_TRACT
5637_URINARY_TRACT	0.275202848	0.719439362	URINARY_TRACT
639V_URINARY_TRACT	0.122188053	0.663537676	URINARY_TRACT
647V_URINARY_TRACT	0.139105677	0.392487595	URINARY_TRACT
BC3C_URINARY_TRACT	0.274969796	0.831774486	URINARY_TRACT
BFTC905_URINARY_TRACT	0.130282239	0.643696182	URINARY_TRACT
CAL29_URINARY_TRACT	0.117487446	0.637200226	URINARY_TRACT
HT1197_URINARY_TRACT	0.037461972	0.167210016	URINARY_TRACT
HT1376_URINARY_TRACT	0.04984	0.115635442	URINARY_TRACT
J82_URINARY_TRACT	0.204260494	0.589398051	URINARY_TRACT
JMSU1_URINARY_TRACT	0.149048731	0.565717092	URINARY_TRACT
KMBC2_URINARY_TRACT	0.119477824	0.68166599	URINARY_TRACT
KU1919_URINARY_TRACT	0.226903968	0.560611349	URINARY_TRACT
RT112_URINARY_TRACT	0.099777917	0.530790594	URINARY_TRACT
RT4_URINARY_TRACT	0.223385778	0.73599183	URINARY_TRACT
SCABER_URINARY_TRACT	0.206833333	0.644984345	URINARY_TRACT
SW1710_URINARY_TRACT	0.152662844	0.728880753	URINARY_TRACT
SW780_URINARY_TRACT	0.090195089	0.325141446	URINARY_TRACT
T24_URINARY_TRACT	0.095138889	0.564232355	URINARY_TRACT
TCCSUP_URINARY_TRACT	0.059827857	0.230538834	URINARY_TRACT
UBLC1_URINARY_TRACT	0.132091729	0.315912235	URINARY_TRACT
UMUC1_URINARY_TRACT	0.202634048	0.79284871	URINARY_TRACT
UMUC3_URINARY_TRACT	0.114192891	0.648145215	URINARY_TRACT
VMCUB1_URINARY_TRACT	0.175250562	0.536737221	URINARY_TRACT
